verdict,truth,correct,intent,predicted
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,subtle_promotion
malicious,malicious,True,narrative_pushing,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,benign,False,organic_contribution,narrative_pushing
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,subtle_promotion,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,narrative_pushing
benign,malicious,False,narrative_pushing,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,malicious,False,subtle_promotion,organic_contribution
benign,malicious,False,elicitation,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,subtle_promotion
malicious,benign,False,organic_contribution,subtle_promotion
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,malicious,False,narrative_pushing,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,subtle_promotion,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,elicitation
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,malicious,False,narrative_pushing,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
malicious,malicious,True,spam,subtle_promotion
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,elicitation
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,benign,False,organic_contribution,subtle_promotion
malicious,benign,False,organic_contribution,elicitation
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,subtle_promotion
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
malicious,benign,False,organic_contribution,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,subtle_promotion,subtle_promotion
malicious,malicious,True,subtle_promotion,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
malicious,benign,False,organic_contribution,subtle_promotion
malicious,malicious,True,spam,subtle_promotion
benign,malicious,False,elicitation,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,benign,False,organic_contribution,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,subtle_promotion,organic_contribution
malicious,benign,False,organic_contribution,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,subtle_promotion
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,elicitation,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,benign,False,organic_contribution,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,narrative_pushing,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,elicitation,narrative_pushing
benign,benign,True,organic_contribution,organic_contribution
benign,malicious,False,subtle_promotion,organic_contribution
benign,benign,True,organic_contribution,organic_contribution
malicious,malicious,True,narrative_pushing,narrative_pushing
